Ax,Ay,Az,Gx,Gy,Gz,Label
0.013,-0.231,0.986,-112.717,5.512,-20.913,Yaw
0.854,0.416,0.968,-34.676,24.062,-43.890,Yaw
0.520,0.236,0.786,-17.841,0.350,38.491,Yaw
0.206,0.234,1.118,57.479,-37.502,192.544,Yaw
0.581,0.633,1.064,28.455,4.182,286.650,Yaw
0.096,0.183,1.122,44.048,4.742,286.685,Yaw
-0.194,0.353,1.071,-13.142,50.732,286.685,Yaw
-0.887,0.480,0.964,-45.806,20.300,286.685,Yaw
-0.908,0.048,1.046,24.946,-21.236,286.685,Yaw
-0.119,-0.669,1.126,12.049,7.963,269.920,Yaw
0.271,-0.095,1.060,-45.369,-11.436,172.996,Yaw
0.017,0.153,0.881,-15.986,-11.419,114.450,Yaw
-0.009,0.275,1.073,-5.250,-14.070,13.151,Yaw
-0.975,0.346,0.949,6.554,8.925,-252.402,Yaw
-0.356,0.337,1.162,26.224,26.757,-286.685,Yaw
0.313,0.219,1.202,18.699,28.472,-286.685,Yaw
0.498,0.081,0.864,31.771,-42.306,-286.685,Yaw
-0.107,0.290,1.044,53.007,-47.819,-286.685,Yaw
0.285,0.444,0.957,22.750,-32.357,-286.685,Yaw
0.259,0.495,0.936,-48.169,-20.597,-286.685,Yaw
0.222,0.352,1.048,-4.016,1.339,-243.303,Yaw
0.242,0.230,0.976,-41.274,1.435,31.439,Yaw
0.051,-0.167,1.176,6.764,4.900,219.398,Yaw
0.517,-0.034,0.967,9.231,3.098,158.952,Yaw
0.719,0.325,1.109,18.104,-4.839,286.659,Yaw
0.002,0.451,1.035,0.770,28.184,286.685,Yaw
-0.533,0.404,1.066,-113.251,78.041,286.685,Yaw
-0.733,0.141,0.430,3.360,-36.873,286.685,Yaw
-0.288,-0.883,1.182,17.246,-19.495,286.685,Yaw
-0.112,-0.062,1.035,-28.201,-20.116,286.221,Yaw
-0.016,0.236,0.908,4.060,-11.533,286.685,Yaw
-0.292,0.173,0.981,27.667,0.700,263.288,Yaw
-0.809,0.180,1.072,3.378,-7.420,-45.500,Yaw
-0.892,0.450,1.000,-1.724,7.245,-286.685,Yaw
-0.188,0.225,1.197,8.146,25.183,-286.685,Yaw
0.368,0.691,1.251,-49.324,37.765,-286.685,Yaw
0.638,0.527,0.683,-27.169,46.812,-286.685,Yaw
0.257,0.697,0.919,91.674,-20.851,-286.685,Yaw
0.399,0.340,1.546,121.021,-76.738,-286.685,Yaw
0.568,-0.307,1.097,38.377,5.399,-271.084,Yaw
0.361,-0.028,0.992,17.176,-9.502,-37.809,Yaw
0.579,0.350,1.009,-11.261,-8.330,198.345,Yaw
0.304,0.322,1.025,-21.455,-10.666,286.685,Yaw
0.362,0.561,0.977,12.163,22.549,286.685,Yaw
0.125,0.630,1.159,-49.035,64.610,286.685,Yaw
-0.457,0.487,0.837,3.351,-56.665,286.685,Yaw
-1.423,0.026,1.049,22.610,-36.015,286.685,Yaw
-0.620,-0.439,0.969,-3.763,-9.056,258.746,Yaw
0.047,0.188,1.048,-5.075,-3.553,131.784,Yaw
0.102,0.119,0.980,-3.736,-14.061,26.959,Yaw
-1.173,0.146,1.022,4.069,-3.911,-88.043,Yaw
-0.385,0.429,0.989,20.151,22.829,-286.685,Yaw
-0.057,0.228,1.183,15.181,16.275,-286.685,Yaw
0.030,0.160,0.943,21.350,-47.451,-286.685,Yaw
0.144,0.459,0.964,6.983,-53.839,-286.685,Yaw
0.565,0.632,0.845,34.947,-21.858,-286.685,Yaw
0.659,0.349,1.033,-4.874,0.123,-233.686,Yaw
0.042,-0.126,1.026,-22.365,-5.801,19.233,Yaw
0.281,0.269,0.960,-35.849,-11.708,226.783,Yaw
0.728,0.442,1.017,25.524,-4.725,286.685,Yaw
0.341,0.709,1.037,17.692,19.714,286.685,Yaw
-0.025,0.745,0.996,-23.608,46.034,286.685,Yaw
-0.987,0.371,0.855,-10.640,-4.900,286.685,Yaw
-1.202,-0.902,1.146,22.855,-10.876,246.872,Yaw
-0.030,-0.408,1.116,-25.979,-6.457,31.763,Yaw
0.038,-0.145,1.151,-55.484,-7.709,52.938,Yaw
-0.881,0.127,0.877,-61.670,2.564,-29.452,Yaw
-1.029,0.405,0.744,-6.729,40.381,-286.685,Yaw
0.236,0.306,1.378,60.638,54.346,-286.685,Yaw
0.196,-0.121,1.313,5.985,36.050,-286.685,Yaw
-0.214,0.299,0.883,28.411,-39.471,-286.685,Yaw
0.119,0.993,0.783,70.516,-31.701,-286.685,Yaw
0.761,0.533,1.098,3.211,-16.319,-242.944,Yaw
0.399,-0.346,1.189,-40.250,14.158,-24.929,Yaw
0.372,0.520,0.972,4.883,-8.654,88.699,Yaw
0.496,0.597,0.972,27.186,4.463,286.685,Yaw
0.555,0.442,1.018,21.192,21.560,286.685,Yaw
-0.006,0.274,1.035,-4.874,34.099,286.685,Yaw
-0.826,0.361,0.968,-45.001,41.160,286.685,Yaw
-0.913,-0.005,1.000,26.136,-23.835,286.685,Yaw
-1.091,-0.714,1.102,19.495,-3.797,249.261,Yaw
-0.027,-0.402,1.126,-19.434,3.185,172.296,Yaw
-0.073,0.262,0.936,-34.195,-8.645,187.408,Yaw
-0.167,0.218,0.979,-4.585,-12.408,28.551,Yaw
-0.747,0.246,0.988,7.088,-5.267,-165.708,Yaw
-0.669,0.177,1.122,19.653,13.256,-286.685,Yaw
0.159,0.359,1.385,-18.375,36.750,-286.685,Yaw
0.504,0.314,0.959,-58.188,51.643,-286.685,Yaw
0.281,0.505,0.628,27.116,33.679,-286.685,Yaw
-0.015,0.520,0.838,103.600,-60.077,-286.685,Yaw
0.324,0.002,0.844,13.939,17.684,-286.685,Yaw
0.831,-0.037,1.080,-15.636,3.535,-116.821,Yaw
0.207,0.183,1.028,-26.653,-7.997,13.169,Yaw
0.401,0.404,1.033,15.365,-13.580,236.705,Yaw
0.468,0.319,1.004,32.506,-9.896,286.685,Yaw
0.333,0.710,1.037,12.346,21.157,286.685,Yaw
-0.106,0.582,1.077,-78.636,75.757,286.685,Yaw
-0.537,0.529,0.857,-15.767,-55.764,286.685,Yaw
-1.657,-0.403,1.344,58.529,-36.155,286.685,Yaw
-0.592,-0.522,1.113,3.299,-1.881,163.126,Yaw
0.149,0.133,0.954,-14.009,-4.358,74.646,Yaw
-0.649,0.396,0.981,9.765,-6.177,-34.493,Yaw
-0.300,-0.122,1.150,32.104,11.410,-286.134,Yaw
-0.292,-0.174,1.190,11.252,23.039,-286.685,Yaw
-0.107,-0.400,1.263,-55.597,37.441,-286.685,Yaw
0.056,0.598,1.071,-73.868,42.647,-286.685,Yaw
-0.243,0.603,1.231,134.601,117.539,-286.685,Yaw
-0.100,0.314,0.678,178.973,-39.016,-286.685,Yaw
0.148,0.425,0.886,123.550,-120.400,-228.060,Yaw
0.589,0.175,1.129,-81.716,0.962,-18.856,Yaw
0.381,0.499,1.164,-29.435,-1.741,179.594,Yaw
0.274,0.278,0.933,-40.434,0.096,286.685,Yaw
0.496,0.202,1.023,34.099,9.056,286.685,Yaw
0.118,0.447,1.145,-18.427,45.929,286.685,Yaw
-0.753,0.512,0.965,-82.915,44.485,286.685,Yaw
-1.096,0.481,0.901,16.275,-41.939,286.685,Yaw
-0.879,-0.754,1.137,42.525,-9.424,286.265,Yaw
0.008,-0.533,1.156,7.630,10.789,132.895,Yaw
0.086,0.144,0.894,-58.450,-25.016,104.624,Yaw
-0.167,0.481,0.904,-17.587,-7.044,1.400,Yaw
-0.762,0.293,0.940,15.400,7.997,-264.075,Yaw
-0.354,-0.272,1.227,2.844,25.847,-286.685,Yaw
-0.296,-0.464,1.254,-70.166,49.700,-286.685,Yaw
-0.044,0.505,0.821,-54.399,42.403,-286.685,Yaw
-0.169,1.031,0.628,142.695,32.139,-286.685,Yaw
0.280,0.922,0.810,142.012,-129.509,-286.685,Yaw
0.712,0.284,1.345,-12.057,0.674,-113.645,Yaw
0.212,0.048,1.028,-105.061,-0.438,-25.996,Yaw
0.706,0.510,1.015,-16.327,3.938,124.723,Yaw
0.529,0.646,0.951,56.000,-23.397,286.685,Yaw
0.288,0.482,1.073,46.743,3.115,286.685,Yaw
-0.122,0.730,1.114,-37.870,67.235,286.685,Yaw
-0.982,0.348,0.600,-36.601,-15.514,286.685,Yaw
-1.797,-0.663,0.966,30.013,-22.085,286.685,Yaw
-0.127,-0.756,1.064,2.940,-12.040,224.324,Yaw
0.005,-0.089,1.113,-22.890,0.018,144.602,Yaw
-0.102,0.345,0.808,0.586,12.154,155.339,Yaw
-0.271,0.018,1.056,18.909,-3.640,3.027,Yaw
-0.249,-0.144,1.089,-8.417,-12.696,-203.219,Yaw
-0.409,0.099,1.085,-28.726,5.740,-286.685,Yaw
-0.006,0.104,1.191,-45.955,48.825,-286.685,Yaw
0.516,0.037,1.133,-99.960,59.833,-286.685,Yaw
0.125,0.292,0.662,-16.153,30.660,-286.685,Yaw
-0.444,0.478,0.780,161.840,72.126,-286.685,Yaw
0.521,0.219,1.346,135.188,-183.610,-286.685,Yaw
0.791,-0.161,1.102,-22.671,3.701,-173.364,Yaw
0.344,-0.057,1.053,-4.952,1.251,-56.621,Yaw
0.297,0.011,1.028,22.347,0.858,21.333,Yaw
0.635,0.045,0.932,-5.793,-0.359,242.462,Yaw
0.585,0.085,1.108,0.709,30.056,286.685,Yaw
-0.096,0.504,1.041,-54.215,61.338,286.685,Yaw
-0.588,0.029,0.849,-34.318,-10.509,286.685,Yaw
0.381,0.111,0.876,-19.022,-33.749,286.685,Yaw
0.245,0.004,0.793,47.425,-33.504,286.685,Yaw
-0.405,-0.720,1.314,13.361,-18.979,272.851,Yaw
-0.394,0.202,0.919,-29.094,-10.395,134.811,Yaw
-0.178,0.023,1.029,-0.577,-9.319,-0.114,Yaw
-1.087,0.132,1.002,11.708,5.329,-234.885,Yaw
-0.252,0.175,1.161,24.465,24.596,-286.685,Yaw
0.204,0.348,1.169,-22.111,34.265,-286.685,Yaw
0.431,0.084,0.948,-8.330,19.775,-286.685,Yaw
-0.131,0.267,0.756,78.190,-56.507,-286.685,Yaw
0.337,0.296,1.198,118.283,-16.170,-286.685,Yaw
0.568,0.216,0.932,-15.654,-14.175,-153.414,Yaw
0.070,0.249,0.965,-76.335,-6.738,25.847,Yaw
0.906,0.219,1.102,-47.346,27.983,134.111,Yaw
0.638,0.634,1.092,-19.933,20.790,286.685,Yaw
0.151,0.451,0.858,-92.103,55.213,286.685,Yaw
-0.378,0.522,0.942,19.399,-45.780,286.685,Yaw
-1.511,0.001,1.291,68.880,-41.370,286.685,Yaw
-0.624,-0.760,1.156,4.874,-7.779,242.637,Yaw
-0.025,0.018,1.032,-45.019,-8.251,209.598,Yaw
0.033,0.245,0.856,-2.791,-5.565,200.410,Yaw
-0.263,0.174,0.984,25.042,-5.443,78.470,Yaw
-0.952,0.194,1.070,13.930,-0.157,-281.750,Yaw
-0.171,0.435,1.294,6.694,17.972,-286.685,Yaw
0.513,0.706,1.218,-56.035,34.589,-286.685,Yaw
0.639,0.651,0.912,-45.911,33.110,-286.685,Yaw
0.428,0.762,0.902,84.787,-1.759,-286.685,Yaw
0.372,-0.127,1.445,186.970,-99.575,-286.685,Yaw
0.298,-0.381,1.084,67.725,4.244,-91.228,Yaw
0.337,-0.151,1.011,-25.638,7.875,91.560,Yaw
0.802,0.307,0.934,-67.515,6.878,286.685,Yaw
0.798,0.488,1.095,-14.761,27.493,286.685,Yaw
0.305,0.651,1.085,-67.690,64.120,286.685,Yaw
-0.031,0.632,1.255,-48.493,-47.889,286.685,Yaw
-0.725,0.644,0.775,59.631,-61.845,286.685,Yaw
-1.078,-0.458,1.036,7.227,-12.784,286.668,Yaw
-0.429,0.008,1.006,-3.168,1.173,223.256,Yaw
0.071,0.174,0.967,-0.026,-3.045,122.054,Yaw
-0.345,0.087,1.066,-4.690,-15.129,-24.246,Yaw
-0.779,0.247,0.962,-14.682,-0.534,-284.217,Yaw
-0.455,0.772,0.929,7.438,22.514,-286.685,Yaw
0.439,0.460,1.211,10.395,37.643,-286.685,Yaw
0.605,0.208,1.011,-18.786,27.711,-286.685,Yaw
0.292,0.335,0.932,3.658,19.355,-286.685,Yaw
0.509,0.608,0.806,92.838,-53.226,-286.685,Yaw
0.506,0.045,1.003,9.879,-10.413,-286.685,Yaw
0.431,-0.212,1.017,49.787,-1.435,-82.967,Yaw
0.282,-0.064,0.978,13.160,5.819,260.610,Yaw
0.717,0.026,0.951,-47.792,10.920,286.685,Yaw
0.369,0.271,1.389,-25.244,41.685,286.685,Yaw
-0.024,0.623,1.119,-93.074,-19.031,286.685,Yaw
-0.524,0.450,0.844,-55.746,-73.159,286.685,Yaw
-0.902,-0.055,1.001,35.542,-43.680,286.685,Yaw
-0.339,-0.108,1.101,6.037,-11.288,172.060,Yaw
-0.193,0.080,1.032,-12.696,-6.387,-8.304,Yaw
-0.898,0.213,1.088,-16.292,4.489,-124.092,Yaw
-0.292,0.348,0.861,-1.549,38.605,-286.685,Yaw
-0.134,0.521,1.207,56.149,52.159,-286.685,Yaw
0.559,0.244,1.078,21.420,16.231,-286.685,Yaw
0.251,0.412,0.901,47.206,-30.450,-286.685,Yaw
0.813,0.618,1.238,54.162,-48.939,-286.685,Yaw
0.817,-0.072,0.981,21.420,-8.024,-230.256,Yaw
0.242,-0.390,0.955,-61.075,-8.540,85.838,Yaw
0.832,0.064,1.419,-45.833,33.399,284.944,Yaw
0.896,0.860,0.900,-99.986,10.369,286.685,Yaw
-0.011,1.170,0.697,-32.279,-68.338,286.685,Yaw
-0.372,0.796,0.939,93.966,-61.268,286.685,Yaw
-1.220,-0.724,1.197,27.466,-25.191,286.685,Yaw
-0.738,-0.337,1.079,-61.057,-20.169,237.764,Yaw
0.080,0.519,0.848,-79.765,-7.420,212.747,Yaw
0.126,0.405,0.569,-4.996,-12.355,171.780,Yaw
-0.274,-0.224,1.215,76.808,-11.734,33.224,Yaw
-0.975,0.010,1.059,7.656,6.755,-246.400,Yaw
-0.096,0.733,1.172,18.646,32.498,-286.685,Yaw
0.782,0.616,1.154,17.544,36.286,-286.685,Yaw
0.445,0.320,1.082,24.343,10.106,-286.685,Yaw
0.142,0.319,0.942,63.621,-56.061,-286.685,Yaw
0.778,0.335,0.962,15.986,-9.380,-286.685,Yaw
1.001,0.023,0.875,106.277,-21.962,-286.685,Yaw
0.233,-0.193,1.040,73.544,-17.334,-130.156,Yaw
0.152,0.066,0.964,-33.609,4.008,148.908,Yaw
0.531,0.109,0.908,-112.997,12.583,286.685,Yaw
0.571,0.164,1.267,-90.878,60.690,286.685,Yaw
0.490,0.413,0.877,-118.676,46.751,286.685,Yaw
-0.246,1.055,0.951,-8.426,-69.440,286.685,Yaw
-0.888,-0.120,1.258,48.799,-34.930,286.685,Yaw
-1.187,-0.344,1.038,16.135,-14.980,283.902,Yaw
-0.171,0.060,1.036,-2.082,1.225,110.145,Yaw
0.001,0.176,1.007,4.480,-1.111,78.426,Yaw
-0.390,0.031,1.069,-10.342,-5.556,-160.624,Yaw
-0.535,0.248,0.950,-14.315,5.110,-286.685,Yaw
0.120,0.145,1.223,4.471,29.855,-286.685,Yaw
0.156,0.545,1.025,-30.879,44.905,-286.685,Yaw
0.042,0.264,0.936,-13.685,37.380,-286.685,Yaw
0.441,0.409,0.813,40.443,12.040,-286.685,Yaw
0.740,0.329,1.415,106.400,-77.761,-286.685,Yaw
0.120,-0.376,0.975,29.969,-7.315,-76.020,Yaw
0.577,0.020,0.932,3.465,-3.920,91.849,Yaw
0.798,0.691,1.130,-5.827,29.628,286.685,Yaw
0.374,0.825,0.918,-40.399,37.791,286.685,Yaw
-0.012,0.508,0.832,-29.960,1.584,286.685,Yaw
-0.850,0.010,1.161,31.999,-32.734,286.685,Yaw
-1.143,-0.389,1.048,-8.146,-15.557,286.685,Yaw
-0.250,0.242,0.898,-10.159,-4.769,210.000,Yaw
0.010,0.095,1.069,17.841,-2.730,160.431,Yaw
0.183,-0.159,1.114,-0.805,-9.380,74.629,Yaw
-0.928,0.012,0.981,-14.752,-1.872,-113.566,Yaw
-0.476,0.392,0.909,-1.374,20.230,-286.685,Yaw
-0.298,0.586,1.253,33.644,20.825,-286.685,Yaw
0.223,0.573,0.971,43.951,-37.397,-286.685,Yaw
0.217,0.398,1.076,13.300,-41.335,-286.685,Yaw
0.534,0.751,1.061,-30.013,-5.766,-286.685,Yaw
0.638,0.499,0.809,-20.755,12.539,-286.685,Yaw
0.665,-0.255,1.079,25.699,-0.534,-185.115,Yaw
0.404,-0.022,0.976,43.645,-13.151,48.116,Yaw
0.380,0.346,0.980,-39.979,-5.617,286.685,Yaw
0.758,0.551,1.536,-32.200,61.670,286.685,Yaw
0.281,0.487,0.807,-126.595,39.191,286.685,Yaw
-0.120,0.829,0.799,-1.330,-80.098,286.685,Yaw
-1.552,-0.171,1.262,62.370,-38.106,286.685,Yaw
-0.819,-0.469,1.198,17.631,-6.029,264.267,Yaw
-0.071,-0.046,1.011,-23.100,-3.010,38.316,Yaw
-0.135,0.271,1.012,-14.613,-2.494,-1.374,Yaw
-0.780,0.061,0.908,-21.403,9.494,-268.336,Yaw
-0.514,0.024,1.054,4.760,38.089,-286.685,Yaw
-0.031,0.181,1.008,-15.269,49.717,-286.685,Yaw
-0.104,0.511,1.051,-5.836,38.080,-286.685,Yaw
-0.089,0.600,0.945,68.014,-26.862,-286.685,Yaw
0.454,0.801,1.132,120.374,-82.285,-286.685,Yaw
0.934,0.420,1.102,65.905,-9.730,-239.724,Yaw
0.425,-0.023,0.955,51.135,-6.265,-25.917,Yaw
0.106,0.026,0.956,-23.625,16.275,272.519,Yaw
0.620,0.523,0.936,-69.974,28.420,286.685,Yaw
0.296,0.469,1.204,-107.817,112.866,286.685,Yaw
-0.266,0.586,1.125,-24.622,-55.667,286.685,Yaw
-1.136,0.336,0.823,20.781,-49.884,286.685,Yaw
-0.723,-0.375,1.155,39.576,-20.711,286.685,Yaw
-0.186,0.023,1.032,5.233,-3.106,240.975,Yaw
-0.025,0.076,1.024,0.752,-7.420,131.408,Yaw
0.151,-0.019,1.063,-6.335,-15.269,-13.055,Yaw
-0.895,-0.063,1.009,-9.319,2.214,-236.924,Yaw
-0.513,0.387,0.899,4.489,38.833,-286.685,Yaw
0.008,0.611,1.225,14.245,32.445,-286.685,Yaw
0.672,0.491,0.955,8.146,1.496,-286.685,Yaw
0.167,0.502,1.054,35.315,-31.106,-286.685,Yaw
0.622,0.311,1.028,101.692,-35.219,-286.685,Yaw
0.422,0.141,0.943,77.018,-22.067,-266.665,Yaw
0.311,-0.049,0.993,65.319,-16.214,-123.690,Yaw
0.281,0.143,0.978,-40.276,4.891,126.893,Yaw
0.413,0.365,1.032,-81.183,26.845,286.685,Yaw
0.778,0.457,1.196,-21.569,58.467,286.685,Yaw
0.074,0.787,1.166,-39.340,45.421,286.685,Yaw
-0.539,0.340,0.739,-17.299,-52.798,286.685,Yaw
-1.066,-0.247,1.023,11.445,-23.319,286.685,Yaw
-0.589,-0.436,1.010,-19.705,-13.011,195.991,Yaw
-0.031,0.038,0.986,-34.414,-11.882,74.279,Yaw
0.012,0.104,1.032,-17.587,-2.678,-21.166,Yaw
-0.990,-0.020,0.861,-6.247,11.445,-215.154,Yaw
-0.577,-0.025,1.092,10.535,45.141,-286.685,Yaw
0.119,0.013,1.164,-18.025,55.519,-286.685,Yaw
0.005,0.532,0.947,-3.456,49.359,-286.685,Yaw
0.128,0.309,1.026,129.780,-9.721,-286.685,Yaw
0.382,0.343,1.112,155.383,-93.546,-286.685,Yaw
0.623,0.460,1.031,50.068,-23.222,-212.590,Yaw
0.265,0.122,0.912,-10.727,0.420,92.461,Yaw
0.317,0.319,0.924,-99.444,18.655,286.685,Yaw
0.765,0.369,1.383,-41.956,79.730,286.685,Yaw
0.287,0.752,0.972,-70.219,26.233,286.685,Yaw
-0.947,0.602,1.228,56.018,-49.245,286.685,Yaw
-1.155,-0.594,1.021,34.037,-1.671,286.685,Yaw
-0.336,-0.358,1.085,31.675,18.506,209.309,Yaw
-0.061,0.094,1.018,11.506,13.965,105.840,Yaw
0.034,0.119,0.953,-2.223,-3.430,57.181,Yaw
-0.647,-0.024,1.034,-15.514,-28.096,-108.439,Yaw
-0.523,-0.038,0.910,-41.501,-39.042,-285.276,Yaw
-0.546,0.165,1.147,-10.517,15.181,-286.685,Yaw
0.155,0.286,1.147,-63.026,42.070,-286.685,Yaw
0.121,0.717,0.967,-50.365,48.081,-286.685,Yaw
0.106,0.390,0.707,44.476,92.785,-286.685,Yaw
0.379,0.455,0.802,137.165,-44.695,-286.685,Yaw
0.588,0.170,1.506,83.230,-86.179,-142.712,Yaw
0.466,-0.094,1.010,-44.039,-0.376,112.849,Yaw
0.506,0.029,1.092,-44.844,4.602,273.280,Yaw
0.594,0.574,1.040,11.156,9.257,286.685,Yaw
0.198,0.780,0.959,-0.849,25.305,286.685,Yaw
-0.349,0.663,0.941,-25.156,27.344,286.685,Yaw
-0.947,-0.013,1.048,1.531,-12.241,286.685,Yaw
-0.841,-0.468,0.982,19.924,0.980,286.300,Yaw
-0.019,0.103,1.107,-14.193,-1.619,165.515,Yaw
0.111,0.073,0.969,-16.415,-10.045,94.264,Yaw
-0.071,0.057,1.050,-8.706,-11.751,3.176,Yaw
-0.738,0.084,0.964,-10.019,0.507,-274.978,Yaw
-0.594,0.361,1.204,7.403,32.856,-286.685,Yaw
0.017,0.202,1.043,-19.714,40.268,-286.685,Yaw
0.185,0.203,0.978,-8.295,20.808,-286.685,Yaw
0.282,0.751,0.763,11.305,1.925,-286.685,Yaw
0.468,0.577,1.253,74.340,-50.724,-286.685,Yaw
0.831,0.217,1.073,-1.356,-0.779,-160.536,Yaw
0.378,0.052,0.993,-7.814,4.051,35.018,Yaw
0.739,0.352,1.054,15.899,-0.087,286.492,Yaw
0.460,0.936,0.962,-6.641,25.629,286.685,Yaw
0.087,1.018,0.879,-19.705,21.875,286.685,Yaw
-0.493,0.571,0.977,17.334,11.996,286.685,Yaw
-1.795,-0.861,1.137,27.081,3.727,286.685,Yaw
-0.332,-0.200,1.077,-2.354,13.974,159.434,Yaw
0.001,0.282,1.058,-33.714,0.788,172.699,Yaw
-0.121,0.293,0.932,18.410,16.844,241.281,Yaw
-0.172,-0.077,1.027,16.931,9.590,152.889,Yaw
-0.513,0.089,1.045,-20.256,-19.469,-138.792,Yaw
-0.416,0.171,0.877,-75.679,-52.264,-286.212,Yaw
-0.193,0.695,1.141,12.784,21.079,-286.685,Yaw
0.555,0.108,1.202,14.507,29.243,-286.685,Yaw
0.299,0.195,1.050,-34.632,27.983,-286.685,Yaw
0.117,0.354,1.029,-36.129,38.071,-286.685,Yaw
0.306,0.229,0.886,67.952,-15.208,-286.685,Yaw
0.569,0.115,1.456,146.309,-84.122,-284.515,Yaw
0.588,-0.277,1.073,32.812,-7.560,-62.353,Yaw
0.502,0.102,0.986,0.665,-10.666,69.011,Yaw
0.639,0.195,0.931,-43.864,-5.477,286.685,Yaw
0.402,0.604,1.464,-29.356,70.000,286.685,Yaw
0.040,0.649,0.879,-71.356,12.705,286.685,Yaw
-0.298,0.591,0.921,1.444,-48.204,286.685,Yaw
-1.093,-0.174,1.219,37.555,-26.259,286.685,Yaw
-0.543,-0.215,1.058,-0.315,-5.661,244.746,Yaw
-0.201,-0.051,1.045,-10.264,-6.247,88.681,Yaw
-0.051,0.131,0.960,-13.974,-5.670,13.956,Yaw
-0.625,0.016,0.944,12.486,4.401,-260.549,Yaw
-0.305,0.337,1.158,15.943,23.257,-286.685,Yaw
0.107,0.149,1.396,-6.860,30.091,-286.685,Yaw
0.162,0.137,0.925,-48.405,27.265,-286.685,Yaw
0.182,0.463,0.820,19.819,38.815,-286.685,Yaw
0.433,0.405,0.775,68.967,-87.596,-284.716,Yaw
0.723,-0.070,1.344,57.479,-23.109,-130.585,Yaw
0.843,0.392,0.971,-21.744,8.759,52.868,Yaw
0.564,0.712,1.047,6.256,-3.369,286.685,Yaw
0.099,0.751,0.900,-38.264,28.105,286.685,Yaw
-0.266,0.694,0.999,5.390,-6.554,286.685,Yaw
-1.258,-0.297,1.141,28.997,-26.565,286.685,Yaw
-0.863,-0.354,1.053,34.939,20.475,278.871,Yaw
-0.220,0.089,1.045,-12.294,-0.595,159.941,Yaw
-0.061,0.079,1.004,-20.501,-11.594,122.456,Yaw
-0.171,-0.008,1.120,-25.489,-19.145,0.131,Yaw
-0.679,0.131,0.979,-19.950,-1.741,-277.865,Yaw
-0.514,0.163,0.969,5.469,28.096,-286.685,Yaw
-0.231,0.582,1.145,1.750,30.712,-286.685,Yaw
0.125,0.346,1.071,-18.349,26.337,-286.685,Yaw
0.419,0.661,0.688,59.019,-45.972,-286.685,Yaw
0.680,0.696,1.255,109.340,0.507,-286.685,Yaw
0.674,0.028,1.032,19.084,-8.479,-186.051,Yaw
0.295,0.135,0.934,7.499,-2.074,51.056,Yaw
0.763,0.663,0.985,-64.768,20.930,286.685,Yaw
0.689,0.904,1.182,-10.964,42.000,286.685,Yaw
-0.100,0.777,0.959,-39.270,19.688,286.685,Yaw
-0.993,-0.071,1.174,24.264,-27.702,286.685,Yaw
-1.384,-0.453,0.994,1.960,-11.086,286.475,Yaw
-0.546,-0.083,1.052,-4.008,-8.050,179.751,Yaw
-0.141,0.046,0.971,-16.555,-6.843,86.327,Yaw
-0.689,-0.122,1.009,-14.280,0.333,-123.384,Yaw
-0.757,0.092,0.986,-13.694,20.108,-286.685,Yaw
-0.860,0.281,1.060,0.219,33.373,-286.685,Yaw
-0.146,0.489,1.230,-18.970,40.950,-286.685,Yaw
0.608,0.781,0.730,-26.189,24.544,-286.685,Yaw
0.608,0.710,0.881,77.096,-40.425,-286.685,Yaw
0.527,0.534,1.275,86.450,-54.836,-256.909,Yaw
0.310,0.207,1.083,-8.767,0.892,-79.109,Yaw
0.578,0.503,0.955,-15.068,15.295,82.250,Yaw
0.707,1.100,0.971,-1.523,26.084,286.685,Yaw
0.391,1.268,0.950,-5.504,37.765,286.685,Yaw
-0.641,0.521,1.005,25.366,-3.640,286.685,Yaw
-1.966,-0.784,1.007,20.440,-12.530,286.685,Yaw
-1.938,-0.843,0.603,5.548,52.316,104.020,Yaw
-0.264,-0.307,1.142,-7.621,4.935,28.420,Yaw
-0.675,-0.333,1.006,-4.384,-7.254,19.731,Yaw
-0.040,-0.121,0.942,0.805,-1.628,8.400,Yaw
-0.117,-0.146,1.011,2.835,-3.281,13.851,Yaw
0.050,-0.166,0.942,1.855,-5.259,4.856,Yaw
0.062,0.080,1.166,-0.910,-3.351,-10.097,Yaw
-0.156,0.246,0.894,6.064,1.977,-91.228,Yaw
0.103,0.358,1.080,5.932,5.722,-121.949,Yaw
0.460,0.704,0.882,7.718,5.626,-274.260,Yaw
0.051,-0.546,1.172,49.429,-22.584,-210.061,Yaw
-0.180,-0.486,1.010,-3.185,1.251,-40.775,Yaw
0.072,-0.312,1.014,5.906,-5.924,3.666,Yaw
0.059,0.094,0.998,10.824,1.347,49.350,Yaw
0.150,0.274,0.999,29.208,-2.678,-29.103,Yaw
-0.219,0.219,0.940,-37.371,1.487,27.458,Yaw
-0.128,-0.082,1.187,-69.527,12.635,68.609,Yaw
0.157,-0.214,0.966,-21.017,12.381,21.114,Yaw
-0.097,-0.378,1.246,-1.505,-2.135,24.491,Yaw
0.054,-0.299,0.729,-7.849,-8.977,87.902,Yaw
0.279,0.173,0.995,-13.913,1.339,80.089,Yaw
0.201,0.156,1.116,21.569,-17.833,148.400,Yaw
-0.432,-0.022,1.235,22.103,-5.932,137.130,Yaw
-0.106,-0.168,1.161,11.874,-1.969,56.752,Yaw
-0.057,0.147,1.139,34.283,16.039,10.658,Yaw
0.169,-0.079,1.233,27.632,-44.091,-31.028,Yaw
